id,title,category,price_raw,price,currency,unit,moq,supplier,city,state,location,rating,response_rate_pct,response_time,certification,years_in_business,listed_date,source,url,price_usd,price_eur,related_keywords,country_region,country_subregion,schema_version,price_anomaly,category_label,region,price_bucket,response_tier,supplier_maturity,quality_score
eb4d37a3676d6e,Gsm Viscose Jersey Knit,textile-fabric,"₹1,477 / meter",1477.04,INR,meter,500,Quality Quality Export House,Hyderabad,Telangana,"Hyderabad, Telangana",3.1,75.0,Within 24 Hours,MSME Registered,28.0,2025-09-05,indiamart_mock,https://www.indiamart.com/proddetail/d162090b.html,17.72,16.25,,Asia,Southern Asia,v2,False,Textile & Fabric,South,1K–10K,Medium,Veteran,100.0
54f5d59871f3f2,Mercerized Rayon Printed Fabric,textile-fabric,"₹1,258 / yard",1258.45,INR,yard,1,Quality National Suppliers,Nashik,Maharashtra,"Nashik, Maharashtra",,94.0,,CE,21.0,2025-09-13,indiamart_mock,https://www.indiamart.com/proddetail/65257d81.html,15.1,13.84,,Asia,Southern Asia,v2,False,Textile & Fabric,West,1K–10K,High,Veteran,80.0
486c5c29abeb53,Viscose Jersey Knit,textile-fabric,₹208 / roll,208.06,INR,roll,500,Supreme Global Suppliers,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",,55.0,Within 1 Hour,,6.0,2025-05-28,indiamart_mock,https://www.indiamart.com/proddetail/aa924eb2.html,2.5,2.29,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,Low,Growing,80.0
788ba32ca16597,Combed Chiffon Georgette Fabric,textile-fabric,₹861 / meter,861.49,INR,meter,50,Modern National Export House,Thane,Maharashtra,"Thane, Maharashtra",4.7,59.0,Within 4 Hours,ISO 9001:2015,20.0,2025-12-07,indiamart_mock,https://www.indiamart.com/proddetail/2f509b78.html,10.34,9.48,,Asia,Southern Asia,v2,False,Textile & Fabric,West,<1K,Low,Veteran,100.0
aff237e7d574e1,Jacquard Brocade Fabric,textile-fabric,Get Latest Price,,INR,roll,500,Sri National Trading Co.,Rajkot,Gujarat,"Rajkot, Gujarat",4.6,81.0,Within 4 Hours,ROHS,31.0,2025-09-15,indiamart_mock,https://www.indiamart.com/proddetail/8757c444.html,,,,Asia,Southern Asia,v2,False,Textile & Fabric,West,,High,Veteran,80.0
b0c62f753c5c19,Combed Viscose Jersey Knit,textile-fabric,"₹1,333 / roll",1332.68,INR,roll,500,Modern Shree Trading Co.,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",3.1,,Within 24 Hours,ISO 9001:2015,,2025-08-15,indiamart_mock,https://www.indiamart.com/proddetail/7e5a4721.html,15.99,14.66,,Asia,Southern Asia,v2,False,Textile & Fabric,North,1K–10K,,,80.0
b2c016a204c48a,Mercerized Cotton Grey Fabric,textile-fabric,₹235 / kg,234.62,INR,kg,50,Bharat Sri Industries,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",4.4,85.0,Within 4 Hours,,24.0,2026-01-02,indiamart_mock,https://www.indiamart.com/proddetail/a11a5b07.html,2.82,2.58,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,High,Veteran,100.0
d5da5d1c56cef0,Gsm Cotton Grey Fabric,textile-fabric,"₹1,157 / meter",1156.99,INR,meter,1,Bharat Prime Enterprises,Kolkata,West Bengal,"Kolkata, West Bengal",3.5,83.0,Within 4 Hours,ROHS,7.0,2026-03-20,indiamart_mock,https://www.indiamart.com/proddetail/cd4dab06.html,13.88,12.73,,Asia,Southern Asia,v2,False,Textile & Fabric,East,1K–10K,High,Growing,100.0
d39857c9567c9e,Mercerized Technical Non-Woven Fabric,textile-fabric,"₹1,406 / roll",1406.13,INR,roll,10,Supreme Supreme Solutions,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",5.0,58.0,,,32.0,2025-12-16,indiamart_mock,https://www.indiamart.com/proddetail/dcb147f4.html,16.87,15.47,,Asia,Southern Asia,v2,False,Textile & Fabric,Central,1K–10K,Low,Veteran,100.0
6255ded56073a4,Oe Spun Viscose Jersey Knit,textile-fabric,₹82 / meter,82.24,INR,meter,100,Supreme Pioneer Trading Co.,Hyderabad,Telangana,"Hyderabad, Telangana",4.6,76.0,Within 1 Hour,,14.0,2026-03-28,indiamart_mock,https://www.indiamart.com/proddetail/a196cb02.html,0.99,0.9,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,Medium,Established,100.0
375426d183bbfb,Oe Spun Cotton Grey Fabric,textile-fabric,₹506 / roll,506.4,INR,roll,100,Apex Sri Pvt. Ltd.,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",3.8,51.0,Within 4 Hours,ROHS,22.0,2026-03-30,indiamart_mock,https://www.indiamart.com/proddetail/73d05d09.html,6.08,5.57,,Asia,Southern Asia,v2,False,Textile & Fabric,West,<1K,Low,Veteran,100.0
312ee00a73b96e,Combed Spandex Stretch Denim,textile-fabric,₹301 / yard,300.65,INR,yard,10,Universal National Suppliers,Delhi,Delhi,"Delhi, Delhi",4.6,53.0,,MSME Registered,21.0,2025-08-26,indiamart_mock,https://www.indiamart.com/proddetail/13f2d3a7.html,3.61,3.31,,Asia,Southern Asia,v2,False,Textile & Fabric,North,<1K,Low,Veteran,100.0
5b039e53aaae3b,Chiffon Georgette Fabric,textile-fabric,₹174 / kg,174.02,INR,kg,10,Universal Bharat Manufacturing Co.,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",4.3,86.0,,,,2026-05-12,indiamart_mock,https://www.indiamart.com/proddetail/2360246a.html,2.09,1.91,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,High,,100.0
1e925a555eca5a,Ring Spun Polyester Blended Yarn,textile-fabric,₹668 / yard,667.69,INR,yard,25,Supreme Shree Pvt. Ltd.,Kolkata,West Bengal,"Kolkata, West Bengal",3.6,61.0,Within 1 Hour,,13.0,2025-11-18,indiamart_mock,https://www.indiamart.com/proddetail/77f69549.html,8.01,7.34,,Asia,Southern Asia,v2,False,Textile & Fabric,East,<1K,Medium,Established,100.0
fe2fdbf1fccfe0,Combed Polyester Blended Yarn,textile-fabric,₹563 / yard,562.96,INR,yard,10,Quality National Trading Co.,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",3.3,83.0,Within 4 Hours,ROHS,30.0,2025-09-01,indiamart_mock,https://www.indiamart.com/proddetail/9beaec26.html,6.76,6.19,,Asia,Southern Asia,v2,False,Textile & Fabric,Central,<1K,High,Veteran,100.0
c1eb6a3cd3870e,Linen Shirting Fabric,textile-fabric,"₹1,318 / roll",1318.06,INR,roll,1,Shree Universal Solutions,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",4.3,86.0,Within 24 Hours,ROHS,13.0,2026-05-04,indiamart_mock,https://www.indiamart.com/proddetail/5ea6520a.html,15.82,14.5,,Asia,Southern Asia,v2,False,Textile & Fabric,South,1K–10K,High,Established,100.0
0cd667182d6399,Ring Spun Rayon Printed Fabric,textile-fabric,₹292 / roll,292.04,INR,roll,50,Universal Sri Pvt. Ltd.,Nagpur,Maharashtra,"Nagpur, Maharashtra",3.4,70.0,Within 24 Hours,CE,19.0,2025-07-13,indiamart_mock,https://www.indiamart.com/proddetail/5e732a4c.html,3.5,3.21,,Asia,Southern Asia,v2,False,Textile & Fabric,West,<1K,Medium,Veteran,100.0
bc710b895fc9ce,Technical Non-Woven Fabric,textile-fabric,Get Latest Price,,INR,kg,1,Modern Bharat Works,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",,,2-3 Days,,,2025-06-16,indiamart_mock,https://www.indiamart.com/proddetail/456b4bf7.html,,,,Asia,Southern Asia,v2,False,Textile & Fabric,South,,,,40.0
fbd143dd4f779a,Mercerized Technical Non-Woven Fabric,textile-fabric,₹585 / roll,584.99,INR,roll,500,Supreme Excellent Solutions,Nashik,Maharashtra,"Nashik, Maharashtra",4.1,98.0,2-3 Days,CE,,2025-05-27,indiamart_mock,https://www.indiamart.com/proddetail/aaac0e7a.html,7.02,6.43,,Asia,Southern Asia,v2,False,Textile & Fabric,West,<1K,Excellent,,100.0
112a8848c8a756,Jacquard Brocade Fabric,textile-fabric,₹748 / kg,748.18,INR,kg,10,Universal Universal Suppliers,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",3.8,92.0,Within 24 Hours,,2.0,2025-07-16,indiamart_mock,https://www.indiamart.com/proddetail/91b13fe5.html,8.98,8.23,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,High,Startup,100.0
26707abe5e472a,Polyester Blended Yarn,textile-fabric,₹481 / roll,480.81,INR,roll,50,Excellent Star Corporation,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",,100.0,Within 1 Hour,,5.0,2026-03-23,indiamart_mock,https://www.indiamart.com/proddetail/32e31b3c.html,5.77,5.29,,Asia,Southern Asia,v2,False,Textile & Fabric,Central,<1K,Excellent,Growing,80.0
4f4b6bb2eb58e9,Mercerized Rayon Printed Fabric,textile-fabric,₹426 / kg,426.04,INR,kg,1,Prime Global Solutions,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",4.6,100.0,2-3 Days,,16.0,2025-11-12,indiamart_mock,https://www.indiamart.com/proddetail/fe8daa81.html,5.11,4.69,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,Excellent,Veteran,100.0
4042b687e1d00c,Gsm Silk Dupioni Fabric,textile-fabric,₹242 / yard,242.34,INR,yard,500,Modern Star Suppliers,Nashik,Maharashtra,"Nashik, Maharashtra",3.6,88.0,Within 1 Hour,,4.0,2026-04-08,indiamart_mock,https://www.indiamart.com/proddetail/bb4fc13a.html,2.91,2.67,,Asia,Southern Asia,v2,False,Textile & Fabric,West,<1K,High,Growing,100.0
e751ddca458eb1,Oe Spun Polyester Blended Yarn,textile-fabric,"₹1,155 / kg",1155.05,INR,kg,25,Apex Universal Industries,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",3.9,70.0,Within 24 Hours,MSME Registered,28.0,2025-12-29,indiamart_mock,https://www.indiamart.com/proddetail/68adbebc.html,13.86,12.71,,Asia,Southern Asia,v2,False,Textile & Fabric,South,1K–10K,Medium,Veteran,100.0
36333e0c2d9118,Ring Spun Jacquard Brocade Fabric,textile-fabric,₹654 / kg,653.96,INR,kg,10,Shree Modern Works,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",4.9,,,,,2026-04-26,indiamart_mock,https://www.indiamart.com/proddetail/4a0fcfc3.html,7.85,7.19,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,,,80.0
b856d27da3aadd,Rayon Printed Fabric,textile-fabric,"₹1,091 / yard",1090.72,INR,yard,5,Modern Prime Manufacturing Co.,Nashik,Maharashtra,"Nashik, Maharashtra",3.9,74.0,Within 24 Hours,,,2025-08-21,indiamart_mock,https://www.indiamart.com/proddetail/7538b586.html,13.09,12.0,,Asia,Southern Asia,v2,False,Textile & Fabric,West,1K–10K,Medium,,100.0
cadf1a234aab1c,Spandex Stretch Denim,textile-fabric,"₹1,104 / yard",1104.3,INR,yard,1,Universal Shree Corporation,Surat,Gujarat,"Surat, Gujarat",,79.0,,,30.0,2026-03-19,indiamart_mock,https://www.indiamart.com/proddetail/7d97ce45.html,13.25,12.15,,Asia,Southern Asia,v2,False,Textile & Fabric,West,1K–10K,Medium,Veteran,80.0
2de88144b5f509,Combed Chiffon Georgette Fabric,textile-fabric,₹344 / meter,343.82,INR,meter,100,Prime Bharat Trading Co.,Nagpur,Maharashtra,"Nagpur, Maharashtra",3.8,73.0,Within 1 Hour,ISO 9001:2015,24.0,2026-01-26,indiamart_mock,https://www.indiamart.com/proddetail/7b66bc08.html,4.13,3.78,,Asia,Southern Asia,v2,False,Textile & Fabric,West,<1K,Medium,Veteran,100.0
ad8f99a406abbb,Mercerized Polyester Blended Yarn,textile-fabric,"₹1,477 / roll",1476.68,INR,roll,50,Sri National Works,Nashik,Maharashtra,"Nashik, Maharashtra",3.2,97.0,Within 1 Hour,MSME Registered,22.0,2026-04-17,indiamart_mock,https://www.indiamart.com/proddetail/862e3f8d.html,17.72,16.24,,Asia,Southern Asia,v2,False,Textile & Fabric,West,1K–10K,Excellent,Veteran,100.0
df9f6f5d8986a3,Gsm Chiffon Georgette Fabric,textile-fabric,₹678 / roll,677.84,INR,roll,100,Excellent Modern Manufacturing Co.,Thane,Maharashtra,"Thane, Maharashtra",4.5,86.0,Within 24 Hours,ISO 9001:2015,11.0,2026-05-09,indiamart_mock,https://www.indiamart.com/proddetail/034b1509.html,8.13,7.46,,Asia,Southern Asia,v2,False,Textile & Fabric,West,<1K,High,Established,100.0
a82c8bc016e0e3,Gsm Technical Non-Woven Fabric,textile-fabric,₹119 / yard,118.76,INR,yard,1,Apex Supreme Solutions,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",3.6,,Within 24 Hours,MSME Registered,1.0,2025-09-11,indiamart_mock,https://www.indiamart.com/proddetail/01239d8b.html,1.43,1.31,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,,Startup,80.0
013c68b74ba3e3,Gsm Jacquard Brocade Fabric,textile-fabric,₹605 / kg,605.07,INR,kg,5,Supreme National Suppliers,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",4.6,71.0,Within 1 Hour,CE,10.0,2025-06-03,indiamart_mock,https://www.indiamart.com/proddetail/48e47e49.html,7.26,6.66,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,Medium,Established,100.0
11e3a45911c419,Combed Viscose Jersey Knit,textile-fabric,Get Latest Price,,INR,roll,500,Universal Excellent Corporation,Hyderabad,Telangana,"Hyderabad, Telangana",3.1,80.0,Within 24 Hours,,35.0,2026-01-12,indiamart_mock,https://www.indiamart.com/proddetail/5549adf7.html,,,,Asia,Southern Asia,v2,False,Textile & Fabric,South,,High,Veteran,80.0
f4f33c48c4642e,Combed Denim Fabric 10oz,textile-fabric,Get Latest Price,,INR,yard,25,Excellent Pioneer Corporation,Faridabad,Haryana,"Faridabad, Haryana",4.9,52.0,Within 1 Hour,,28.0,2025-10-10,indiamart_mock,https://www.indiamart.com/proddetail/9f3e5b2c.html,,,,Asia,Southern Asia,v2,False,Textile & Fabric,North,,Low,Veteran,80.0
6214507615d80d,Technical Non-Woven Fabric,textile-fabric,"₹1,009 / yard",1009.17,INR,yard,100,Apex Sri Pvt. Ltd.,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",,99.0,Within 4 Hours,,12.0,2025-06-16,indiamart_mock,https://www.indiamart.com/proddetail/ebaddf94.html,12.11,11.1,,Asia,Southern Asia,v2,False,Textile & Fabric,West,1K–10K,Excellent,Established,80.0
bff1619682ee85,Wool Tweed Fabric,textile-fabric,₹664 / meter,663.97,INR,meter,5,Star Sri Industries,Mumbai,Maharashtra,"Mumbai, Maharashtra",3.5,,,BIS,,2025-11-29,indiamart_mock,https://www.indiamart.com/proddetail/539e4d3b.html,7.97,7.3,,Asia,Southern Asia,v2,False,Textile & Fabric,West,<1K,,,80.0
a0380de86e8890,Oe Spun Technical Non-Woven Fabric,textile-fabric,₹203 / kg,202.67,INR,kg,50,Sri Supreme Enterprises,Gurgaon,Haryana,"Gurgaon, Haryana",3.4,,Within 4 Hours,MSME Registered,5.0,2025-06-30,indiamart_mock,https://www.indiamart.com/proddetail/1c03432f.html,2.43,2.23,,Asia,Southern Asia,v2,False,Textile & Fabric,North,<1K,,Growing,80.0
ca7d8dea5bdaed,Combed Spandex Stretch Denim,textile-fabric,₹445 / meter,445.42,INR,meter,25,Apex Prime Manufacturing Co.,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",5.0,66.0,Within 4 Hours,,,2026-04-26,indiamart_mock,https://www.indiamart.com/proddetail/96f3cc26.html,5.35,4.9,,Asia,Southern Asia,v2,False,Textile & Fabric,West,<1K,Medium,,100.0
af9788e7c6e9d3,Denim Fabric 10oz,textile-fabric,₹848 / yard,847.7,INR,yard,1,Excellent Sri Corporation,Gurgaon,Haryana,"Gurgaon, Haryana",4.4,,Within 1 Hour,BIS,17.0,2025-07-02,indiamart_mock,https://www.indiamart.com/proddetail/d337504c.html,10.17,9.32,,Asia,Southern Asia,v2,False,Textile & Fabric,North,<1K,,Veteran,80.0
7f373c328329d4,Gsm Viscose Jersey Knit,textile-fabric,"₹1,405 / yard",1404.71,INR,yard,10,Universal Universal Industries,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",4.1,99.0,2-3 Days,,5.0,2025-06-03,indiamart_mock,https://www.indiamart.com/proddetail/b9cbf2bb.html,16.86,15.45,,Asia,Southern Asia,v2,False,Textile & Fabric,South,1K–10K,Excellent,Growing,100.0
d17664ef464da5,Chiffon Georgette Fabric,textile-fabric,₹252 / roll,252.11,INR,roll,25,Star Apex Suppliers,Nashik,Maharashtra,"Nashik, Maharashtra",,91.0,Within 1 Hour,,22.0,2025-12-23,indiamart_mock,https://www.indiamart.com/proddetail/917ac026.html,3.03,2.77,,Asia,Southern Asia,v2,False,Textile & Fabric,West,<1K,High,Veteran,80.0
46a32cd43f9405,Combed Polyester Blended Yarn,textile-fabric,₹867 / yard,867.36,INR,yard,100,Universal Global Corporation,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",3.2,81.0,Within 1 Hour,,9.0,2025-12-25,indiamart_mock,https://www.indiamart.com/proddetail/375ae6fb.html,10.41,9.54,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,High,Established,100.0
3b0f1f681d7751,Cotton Grey Fabric,textile-fabric,₹169 / roll,169.45,INR,roll,1,Global Excellent Export House,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",,,Within 1 Hour,,,2025-10-09,indiamart_mock,https://www.indiamart.com/proddetail/5817b3c1.html,2.03,1.86,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,,,60.0
37d4d996a30115,Mercerized Spandex Stretch Denim,textile-fabric,₹292 / kg,291.51,INR,kg,100,Star Star Works,Kochi,Kerala,"Kochi, Kerala",,80.0,,ISO 9001:2015,9.0,2026-05-09,indiamart_mock,https://www.indiamart.com/proddetail/dedc72b8.html,3.5,3.21,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,High,Established,80.0
8febb9b32708d4,Oe Spun Cotton Grey Fabric,textile-fabric,₹728 / kg,727.78,INR,kg,500,Star Apex Enterprises,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",3.2,89.0,Within 4 Hours,BIS,28.0,2026-04-25,indiamart_mock,https://www.indiamart.com/proddetail/14c4efe6.html,8.73,8.01,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,High,Veteran,100.0
c18f72a1c8e806,Wool Tweed Fabric,textile-fabric,₹537 / kg,536.66,INR,kg,5,Modern Quality Corporation,Kochi,Kerala,"Kochi, Kerala",3.2,,2-3 Days,CE,11.0,2025-07-28,indiamart_mock,https://www.indiamart.com/proddetail/9bcfc53e.html,6.44,5.9,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,,Established,80.0
dcf6d28b834660,Oe Spun Viscose Jersey Knit,textile-fabric,Get Latest Price,,INR,kg,1,National Sri Solutions,Delhi,Delhi,"Delhi, Delhi",,55.0,,MSME Registered,31.0,2025-09-20,indiamart_mock,https://www.indiamart.com/proddetail/621ed3d2.html,,,,Asia,Southern Asia,v2,False,Textile & Fabric,North,,Low,Veteran,60.0
4efae3e6c3d3c2,Jacquard Brocade Fabric,textile-fabric,₹665 / kg,665.08,INR,kg,50,Pioneer Quality Suppliers,Gurgaon,Haryana,"Gurgaon, Haryana",,55.0,Within 24 Hours,,16.0,2026-05-08,indiamart_mock,https://www.indiamart.com/proddetail/67014101.html,7.98,7.32,,Asia,Southern Asia,v2,False,Textile & Fabric,North,<1K,Low,Veteran,80.0
fa7817e3e9581b,Gsm Denim Fabric 10oz,textile-fabric,₹801 / yard,800.71,INR,yard,5,Modern Bharat Works,Ludhiana,Punjab,"Ludhiana, Punjab",,100.0,Within 4 Hours,,11.0,2025-06-24,indiamart_mock,https://www.indiamart.com/proddetail/aff85f61.html,9.61,8.81,,Asia,Southern Asia,v2,False,Textile & Fabric,North,<1K,Excellent,Established,80.0
d0cd5d3c39150e,Spandex Stretch Denim,textile-fabric,Get Latest Price,,INR,yard,50,Pioneer Global Export House,Jaipur,Rajasthan,"Jaipur, Rajasthan",,81.0,,BIS,,2026-05-01,indiamart_mock,https://www.indiamart.com/proddetail/288883e1.html,,,,Asia,Southern Asia,v2,False,Textile & Fabric,West,,High,,60.0
21a4bdada1b9c1,Combed Denim Fabric 10oz,textile-fabric,₹407 / meter,406.69,INR,meter,5,Prime Global Manufacturing Co.,Kolkata,West Bengal,"Kolkata, West Bengal",4.7,64.0,Within 1 Hour,,4.0,2026-04-07,indiamart_mock,https://www.indiamart.com/proddetail/7b168109.html,4.88,4.47,,Asia,Southern Asia,v2,False,Textile & Fabric,East,<1K,Medium,Growing,100.0
c5e6c03ac3214f,Linen Shirting Fabric,textile-fabric,₹610 / yard,610.35,INR,yard,10,Excellent National Export House,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",3.4,,,ISO 9001:2015,8.0,2025-07-08,indiamart_mock,https://www.indiamart.com/proddetail/28f46ff2.html,7.32,6.71,,Asia,Southern Asia,v2,False,Textile & Fabric,North,<1K,,Established,80.0
377a54ec9c611a,Combed Viscose Jersey Knit,textile-fabric,₹303 / kg,302.64,INR,kg,500,Global Pioneer Solutions,Kolkata,West Bengal,"Kolkata, West Bengal",,83.0,2-3 Days,ROHS,30.0,2025-08-17,indiamart_mock,https://www.indiamart.com/proddetail/5c2ad09c.html,3.63,3.33,,Asia,Southern Asia,v2,False,Textile & Fabric,East,<1K,High,Veteran,80.0
4cacaf8ad5b583,Gsm Rayon Printed Fabric,textile-fabric,₹903 / kg,902.84,INR,kg,25,Global Bharat Export House,Hyderabad,Telangana,"Hyderabad, Telangana",3.1,99.0,,ISO 9001:2015,26.0,2026-05-25,indiamart_mock,https://www.indiamart.com/proddetail/f8c10642.html,10.83,9.93,,Asia,Southern Asia,v2,False,Textile & Fabric,South,<1K,Excellent,Veteran,100.0
3f302159dc04e7,Gsm Viscose Jersey Knit,textile-fabric,"₹1,064 / yard",1064.29,INR,yard,10,Sri Quality Industries,Hyderabad,Telangana,"Hyderabad, Telangana",,55.0,Within 1 Hour,,11.0,2026-03-21,indiamart_mock,https://www.indiamart.com/proddetail/665e1325.html,12.77,11.71,,Asia,Southern Asia,v2,False,Textile & Fabric,South,1K–10K,Low,Established,80.0
d7713923f6ae7e,Combed Jacquard Brocade Fabric,textile-fabric,"₹1,176 / yard",1176.01,INR,yard,100,Shree Excellent Suppliers,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",4.3,54.0,2-3 Days,,19.0,2025-11-19,indiamart_mock,https://www.indiamart.com/proddetail/cd123041.html,14.11,12.94,,Asia,Southern Asia,v2,False,Textile & Fabric,South,1K–10K,Low,Veteran,100.0
39ed368f3ffd34,Electric Manual Seeder 5-Row,agriculture-equipment,"₹670,069 / piece",670068.84,INR,piece,100,Quality Modern Trading Co.,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",4.0,73.0,Within 1 Hour,BIS,30.0,2025-12-07,indiamart_mock,https://www.indiamart.com/proddetail/24e09c5b.html,8040.83,7370.76,,Asia,Southern Asia,v2,False,Agriculture Equipment,North,1L–10L,Medium,Veteran,100.0
f695ba330762a1,Chaff Cutter Machine,agriculture-equipment,"₹477,743 / set",477742.58,INR,set,5,Universal Quality Enterprises,Rajkot,Gujarat,"Rajkot, Gujarat",4.3,98.0,,ROHS,15.0,2025-12-07,indiamart_mock,https://www.indiamart.com/proddetail/a55107f2.html,5732.91,5255.17,,Asia,Southern Asia,v2,False,Agriculture Equipment,West,1L–10L,Excellent,Established,100.0
704b0beeffcf0f,Electric Grain Moisture Meter,agriculture-equipment,"₹48,655 / unit",48654.85,INR,unit,50,Universal Prime Pvt. Ltd.,Thane,Maharashtra,"Thane, Maharashtra",3.2,93.0,,MSME Registered,24.0,2025-09-21,indiamart_mock,https://www.indiamart.com/proddetail/bbb710c3.html,583.86,535.2,,Asia,Southern Asia,v2,False,Agriculture Equipment,West,10K–1L,High,Veteran,100.0
223a6c4b083d65,Vegetable Transplanter,agriculture-equipment,"₹763,509 / unit",763509.12,INR,unit,1,Sri Sri Export House,Nagpur,Maharashtra,"Nagpur, Maharashtra",,,Within 4 Hours,,,2026-04-18,indiamart_mock,https://www.indiamart.com/proddetail/fb9987bd.html,9162.11,8398.6,,Asia,Southern Asia,v2,False,Agriculture Equipment,West,1L–10L,,,60.0
7d7a7b03b08be0,Imported Power Sprayer 16L,agriculture-equipment,"₹792,134 / kit",792133.95,INR,kit,100,Pioneer Prime Works,Mumbai,Maharashtra,"Mumbai, Maharashtra",3.6,,Within 4 Hours,,22.0,2025-10-12,indiamart_mock,https://www.indiamart.com/proddetail/e359101a.html,9505.61,8713.47,,Asia,Southern Asia,v2,False,Agriculture Equipment,West,1L–10L,,Veteran,80.0
d47d34ccbd9f09,Electric Vegetable Transplanter,agriculture-equipment,"₹379,855 / unit",379854.72,INR,unit,5,Supreme Quality Works,Kochi,Kerala,"Kochi, Kerala",3.5,68.0,Within 1 Hour,CE,30.0,2025-12-22,indiamart_mock,https://www.indiamart.com/proddetail/dd9c5519.html,4558.26,4178.4,,Asia,Southern Asia,v2,False,Agriculture Equipment,South,1L–10L,Medium,Veteran,100.0
903646bc00c266,Imported Rotavator 5ft,agriculture-equipment,"₹827,292 / set",827292.16,INR,set,1,Quality Pioneer Corporation,Nashik,Maharashtra,"Nashik, Maharashtra",4.1,73.0,Within 4 Hours,ROHS,3.0,2026-03-29,indiamart_mock,https://www.indiamart.com/proddetail/35a69add.html,9927.51,9100.21,,Asia,Southern Asia,v2,False,Agriculture Equipment,West,1L–10L,Medium,Startup,100.0
c40bc421dda032,Electric Vegetable Transplanter,agriculture-equipment,"₹829,207 / unit",829207.16,INR,unit,25,Bharat Excellent Works,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",4.5,70.0,Within 4 Hours,ISO 9001:2015,35.0,2026-05-15,indiamart_mock,https://www.indiamart.com/proddetail/c8d79f40.html,9950.49,9121.28,,Asia,Southern Asia,v2,False,Agriculture Equipment,South,1L–10L,Medium,Veteran,100.0
bedc6e8c8c0158,Electric Solar Water Pump 2HP,agriculture-equipment,"₹567,687 / kit",567687.35,INR,kit,100,Excellent Pioneer Solutions,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",3.1,57.0,Within 24 Hours,ISO 9001:2015,15.0,2026-03-31,indiamart_mock,https://www.indiamart.com/proddetail/f0b97504.html,6812.25,6244.56,,Asia,Southern Asia,v2,False,Agriculture Equipment,South,1L–10L,Low,Established,100.0
01aaef315321a7,Greenhouse Polythene Sheet,agriculture-equipment,"₹496,958 / set",496958.15,INR,set,5,Modern Universal Trading Co.,Delhi,Delhi,"Delhi, Delhi",,78.0,Within 1 Hour,,,2026-01-05,indiamart_mock,https://www.indiamart.com/proddetail/080e054e.html,5963.5,5466.54,,Asia,Southern Asia,v2,False,Agriculture Equipment,North,1L–10L,Medium,,80.0
4159aae04855cd,Imported Grain Moisture Meter,agriculture-equipment,"₹127,884 / kit",127884.18,INR,kit,1,Universal Bharat Export House,Delhi,Delhi,"Delhi, Delhi",,78.0,,BIS,29.0,2025-11-18,indiamart_mock,https://www.indiamart.com/proddetail/ba637684.html,1534.61,1406.73,,Asia,Southern Asia,v2,False,Agriculture Equipment,North,1L–10L,Medium,Veteran,80.0
